1552,2416,1766,0,0
1874,2414,1899,0,0
1451,2314,1570,0,0
1264,2205,1456,0,0
1233,2001,1035,0,0
1282,2234,1563,0,0
1438,2314,1680,0,0
1521,2463,1602,0,0
931,1925,1392,0,0
1376,2219,1721,0,0
1611,2367,1818,0,0
1209,2283,1657,0,0
1040,2047,1522,0,0
1361,2467,1801,0,0
1040,2005,1403,0,0
1259,2018,1392,0,0
727,1771,1237,0,0
911,1856,1340,0,0
2000,2166,1442,0,0
1395,2092,1522,0,0
