0, 0, 0, 0, 0, -0.04, -0.01, 0.01, 9.02
0, 0, 0, 0, 0, -0.04, -0.01, 0.01, 9.02
0, 0, 0, 0, 0, -0.04, -0.01, 0.01, 9.01
0, 0, 0, 0, 0, -0.05, -0.01, 0.01, 9.03
0, 0, 0, 219, 0, -0.05, -0.01, 0.01, 9.02
0, 0, 2960, 1676, 0, -0.04, -0.01, 0.01, 9.03
0, 0, 0, 0, 0, -0.04, -0.02, 0.01, 9.03
0, 0, 0, 0, 1147, -0.04, -0.01, 0.01, 9.01
0, 0, 0, 0, 0, 0.89, 1.32, 0.93, 8.51
0, 0, 0, 0, 0, -0.24, 0.11, -0.33, 9.71
0, 0, 0, 0, 0, 2.46, 0.83, 2.52, 10.21
0, 0, 1346, 0, 0, -0.09, 0.99, 2.88, 11.52
0, 0, 0, 0, 0, 0.11, 0.75, -0.18, 9.34
0, 0, 447, 1350, 1534, -0.02, -0.01, 0.00, 8.99
0, 0, 0, 0, 937, -0.05, -0.01, 0.06, 9.08
0, 0, 0, 0, 695, -0.03, -0.02, 0.01, 9.00
0, 0, 0, 1635, 0, 0.05, 0.02, 0.12, 8.97
0, 0, 0, 0, 0, -0.07, -0.03, 0.01, 9.06
0, 0, 0, 0, 0, -0.08, -0.03, 0.03, 8.97
0, 0, 0, 0, 0, -0.03, -0.03, 0.06, 9.04
0, 0, 0, 0, 0, -0.06, -0.01, -0.02, 8.99
0, 0, 411, 0, 0, -0.33, -0.04, 0.03, 8.91
0, 0, 0, 0, 0, 0.19, 0.02, -0.21, 8.97
0, 0, 233, 1629, 4095, -0.04, -0.01, 0.01, 9.03
0, 0, 0, 0, 0, -0.04, -0.01, 0.02, 9.03
0, 0, 1207, 1584, 1355, -0.04, -0.01, 0.01, 9.03
0, 0, 0, 0, 0, -0.05, -0.01, 0.01, 9.03
0, 0, 0, 0, 0, -0.05, -0.01, 0.01, 9.04
0, 0, 0, 0, 0, -0.04, -0.01, 0.01, 9.03
0, 0, 0, 0, 0, -0.04, -0.01, 0.02, 9.03
